"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"01:52:07.2322357","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2322388","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: Name"
"01:52:07.2322435","LightingService.exe","6180","RegOpenKey","HKU\S-1-5-18","REPARSE","Desired Access: Maximum Allowed"
"01:52:07.2322476","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"01:52:07.2322532","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2322564","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2322618","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2322710","LightingService.exe","6180","RegSetInfoKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2322746","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"01:52:07.2322798","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2322931","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read"
"01:52:07.2323167","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2323264","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2323454","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2323502","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2323561","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS",""
"01:52:07.2323620","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2323673","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2323774","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2323814","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2323861","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS",""
"01:52:07.2323915","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2323960","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2324084","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2324124","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2324171","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS",""
"01:52:07.2324229","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Microsoft\SystemCertificates\Disallowed","SUCCESS",""
"01:52:07.2324567","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2324606","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: Name"
"01:52:07.2324682","LightingService.exe","6180","RegOpenKey","HKU\S-1-5-18","REPARSE","Desired Access: Maximum Allowed"
"01:52:07.2324757","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"01:52:07.2324829","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2324867","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2324919","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Read"
"01:52:07.2324980","LightingService.exe","6180","RegSetInfoKey","HKU\.DEFAULT","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2325027","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"01:52:07.2325084","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2325128","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2325264","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2325304","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2325393","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2325430","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2325471","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS",""
"01:52:07.2325520","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2325557","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2325816","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2325853","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2325894","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS",""
"01:52:07.2325943","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2325983","LightingService.exe","6180","RegCreateKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2326074","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2326109","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2326148","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS",""
"01:52:07.2326186","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS",""
"01:52:07.2326259","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2326290","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2326359","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\SystemCertificates\Disallowed\PhysicalStores","REPARSE","Desired Access: Read"
"01:52:07.2326424","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\PhysicalStores","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2326508","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2326539","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2326597","LightingService.exe","6180","RegCreateKey","HKLM\Software\WOW6432Node\Microsoft\SystemCertificates\Disallowed","REPARSE","Desired Access: Read/Write, Delete"
"01:52:07.2326694","LightingService.exe","6180","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2326774","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2326812","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS",""
"01:52:07.2326865","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2326895","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2326952","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\SystemCertificates\TrustedPublisher\Safer","REPARSE","Desired Access: Read"
"01:52:07.2327004","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2327097","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2327127","LightingService.exe","6180","RegQueryKey","HKU","SUCCESS","Query: Name"
"01:52:07.2327175","LightingService.exe","6180","RegOpenKey","HKU\S-1-5-18","REPARSE","Desired Access: Maximum Allowed"
"01:52:07.2327219","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"01:52:07.2327275","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2327307","LightingService.exe","6180","RegQueryKey","HKU\.DEFAULT","SUCCESS","Query: Name"
"01:52:07.2327356","LightingService.exe","6180","RegOpenKey","HKU\.DEFAULT\Software\Policies\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2327411","LightingService.exe","6180","RegCloseKey","HKU\.DEFAULT","SUCCESS",""
"01:52:07.2327456","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2327486","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2327540","LightingService.exe","6180","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\SystemCertificates\TrustedPublisher\Safer","REPARSE","Desired Access: Read"
"01:52:07.2327586","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\TrustedPublisher\Safer","NAME NOT FOUND","Desired Access: Read"
"01:52:07.2327662","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2327692","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2327748","LightingService.exe","6180","RegCreateKey","HKLM\Software\WOW6432Node\Microsoft\SystemCertificates\Disallowed","REPARSE","Desired Access: Read/Write, Delete"
"01:52:07.2327831","LightingService.exe","6180","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2327896","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2327955","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2327991","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read"
"01:52:07.2328047","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2328084","LightingService.exe","6180","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2328184","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2328221","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2328260","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS",""
"01:52:07.2328309","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2328345","LightingService.exe","6180","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2328463","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2328499","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
"01:52:07.2328539","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CRLs","SUCCESS",""
"01:52:07.2328585","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2328621","LightingService.exe","6180","RegCreateKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2328724","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 1, Values: 0"
"01:52:07.2328760","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: Cached, SubKeys: 1, Values: 0"
"01:52:07.2328808","LightingService.exe","6180","RegEnumKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Index: 0, Name: 27748148BBE67A43CDBFEC6C3784862CE134E6EA"
"01:52:07.2328873","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2328918","LightingService.exe","6180","RegOpenKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA","SUCCESS","Desired Access: Read"
"01:52:07.2328981","LightingService.exe","6180","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA\Blob","BUFFER OVERFLOW","Length: 12"
"01:52:07.2329037","LightingService.exe","6180","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA\Blob","BUFFER OVERFLOW","Length: 144"
"01:52:07.2329079","LightingService.exe","6180","RegQueryValue","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA\Blob","SUCCESS","Type: REG_BINARY, Length: 598, Data: 03 00 00 00 01 00 01 00 14 00 00 00 27 74 81 48"
"01:52:07.2329132","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs\27748148BBE67A43CDBFEC6C3784862CE134E6EA","SUCCESS",""
"01:52:07.2329300","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed\CTLs","SUCCESS",""
"01:52:07.2329338","LightingService.exe","6180","RegCloseKey","HKLM\SOFTWARE\Microsoft\SystemCertificates\Disallowed","SUCCESS",""
"01:52:07.2329415","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"01:52:07.2329446","LightingService.exe","6180","RegQueryKey","HKLM","SUCCESS","Query: Name"
"01:52:07.2329502","LightingService.exe","6180","RegCreateKey","HKLM\Software\WOW6432Node\Policies\Microsoft\SystemCertificates\Disallowed","REPARSE","Desired Access: Read/Write, Delete"
"01:52:07.2329586","LightingService.exe","6180","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2329660","LightingService.exe","6180","RegSetInfoKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"01:52:07.2329713","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"01:52:07.2329748","LightingService.exe","6180","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Desired Access: Read/Write, Delete, Disposition: REG_OPENED_EXISTING_KEY"
"01:52:07.2329837","LightingService.exe","6180","RegQueryKey","HKLM\SOFTWARE\Policies\Microsoft\SystemCertificates\Disallowed\Certificates","SUCCESS","Query: Cached, SubKeys: 0, Values: 0"
